rank_today;tier;action;Beteckn;Kommun;status;priority_class;score;Inkomdatum;days_left;valid_until;AnmaldHa;area_ha_geom;Avverktyp;Skogstyp;new_since_last_run;needs_survey;survey_reasons;annex4_inside;protected_plant_inside;priobird_inside;threatened_inside;n_key_species_inside;n_key_species_500;nyckelbiotop_share;hcvf_mean;noble_share;tall_share;natura2000_dist_m;natura2000_nearest;reserve_dist_m;reserve_nearest;species_inside;species_within_150;x_sweref;y_sweref;lon;lat
122;3;"Bevaka; begär tillsyn om avverkning inte skett";A 17275-2025;LINKÖPING;Avverkning tillåten: äldre anmälan;Mycket hög;144.9;2025-04-09;-473;2030-04-08;2.9;2.8700399461895;Avverkning för att bevara och utveckla /försöksver;Normal skog;FALSE;TRUE;"art i bilaga IV inom 150 m (4 a §); rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); prioriterad fågelart inom området (4 §); hög skoglig naturvärdessannolikhet (HCVF 85); hög skog >= 20 m på 96 %";0;0;1;0;3;57;0;85.1;0.113;0.962;909;Brokinds lövskogar;909;Brokinds lövskog;"Poecile montanus (talltita, NT, prio. fågel, 2025); Alleniella complanata (platt fjädermossa, LC, 2025); Antitrichia curtipendula (fällmossa, LC, 2025)";"Buxbaumia viridis (grön sköldmossa, LC, bil. IV, fridlyst, 2025); Vicia pisiformis (ärtvicker, EN, fridlyst, 2025); Hepatica nobilis (blåsippa, LC, fridlyst, 2025); Dryocopus martius (spillkråka, LC, prio. fågel, 2025); Fraxinus excelsior (ask, EN, 2025); Actaea spicata (svart trolldruva, LC, 2025); Bacidia rubella (lönnlav, LC, 2025); Herzogiella seligeri (stubbspretmossa, LC, 2025); Homalia trichomanoides (trubbfjädermossa, LC, 2025); Homalothecium sericeum (guldlockmossa, LC, 2025); Lathraea squamaria (vätteros, LC, 2026); Cardamine impatiens (lundbräsma, LC, 2014)";540084;6448670;15.68152;58.17746
123;3;"Bevaka; begär tillsyn om avverkning inte skett";A 11085-2025;NORRKÖPING;Avverkning tillåten: äldre anmälan;Mycket hög;143.9;2025-03-07;-506;2030-03-06;1.9;1.86063109999001;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom området (6/8 §); prioriterad fågelart inom området (4 §); hotad art (CR/EN/VU) inom området; hög skog >= 20 m på 72 %";0;1;3;1;8;54;0;22;0.006;0.725;775;Glotternskogen;775;Glotternskogen;"Vipera berus (huggorm, LC, fridlyst, 2026); Goodyera repens (knärot, VU, fridlyst, 2026); Caprimulgus europaeus (nattskärra, LC, prio. fågel, 2026); Dryocopus martius (spillkråka, LC, prio. fågel, 2026); Poecile montanus (talltita, NT, prio. fågel, 2026); Hydnellum ferrugineum (dropptaggsvamp, NT, 2026); Porodaedalea pini (tallticka, NT, 2026); Sarcodon squamosus (motaggsvamp, NT, 2025)";"Natrix natrix (vanlig snok, LC, fridlyst, 2026); Platanthera chlorantha (grönvit nattviol, LC, fridlyst, 2026); Anguis fragilis (kopparödla, LC, fridlyst, 2026); Bufo bufo (vanlig padda, LC, fridlyst, 2026); Dactylorhiza maculata (fläcknycklar, LC, fridlyst, 2026); Zootoca vivipara (skogsödla, LC, fridlyst, 2026); Haliaeetus albicilla (havsörn, LC, prio. fågel, 2026); Tetrao urogallus (tjäder, LC, prio. fågel, 2024); Motacilla alba (sädesärla, NT, prio. fågel, 2026); Poecile palustris (entita, NT, prio. fågel, 2026); Prunella modularis (järnsparv, NT, prio. fågel, 2026); Chloris chloris (grönfink, VU, prio. fågel, 2026)";567700;6509691;16.16899;58.72203
124;3;"Bevaka; begär tillsyn om avverkning inte skett";A 698-2026;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Mycket hög;142.8;2026-01-07;-200;2031-01-06;0.8;0.807297729603667;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom området (6/8 §); prioriterad fågelart inom området (4 §); hotad art (CR/EN/VU) inom området; hög skog >= 20 m på 88 %";0;1;2;1;8;21;0.0467318172039668;49.1;0;0.876;917;Ekhultebergen;917;Ekhultebergen;"Goodyera repens (knärot, VU, fridlyst, 2026); Dryocopus martius (spillkråka, LC, prio. fågel, 2026); Poecile montanus (talltita, NT, prio. fågel, 2026); Bazzania trilobata (stor revmossa, LC, 2026); Leucobryum glaucum (blåmossa, LC, 2026); Scolytus ratzeburgii (björksplintborre, LC, 2026); Felipes leucopellaeus (kattfotslav, NT, 2026); Porodaedalea pini (tallticka, NT, 2026)";"Chloris chloris (grönfink, VU, prio. fågel, 2026); Meruliopsis taxicola (blodticka, LC, 2026); Pseudomerulius aureus (gullgröppa, LC, 2026); Crossocalyx hellerianus (vedtrappmossa, NT, 2026); Phellinidium ferrugineofuscum (ullticka, NT, 2026)";572461;6447015;16.23137;58.15847
125;3;"Bevaka; begär tillsyn om avverkning inte skett";A 17463-2026;NORRKÖPING;Avverkning tillåten: äldre anmälan;Mycket hög;139.1;2026-04-08;-109;2031-04-07;1.4;4.12651514999445;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom området (6/8 §); prioriterad fågelart inom 150 m (4 §); hotad art (CR/EN/VU) inom området; hög skoglig naturvärdessannolikhet (HCVF 79); hög skog >= 20 m på 78 %";0;1;0;1;9;40;0;79.2;0;0.775;1259;Skriketorpsravinen;58;Glotternskogen;"Goodyera repens (knärot, VU, fridlyst, 2026); Frullania tamarisci (klippfrullania, LC, 2026); Inocutis rheades (rävticka, LC, 2012); Leucobryum glaucum (blåmossa, LC, 2026); Sparassis crispa (blomkålssvamp, LC, 2020); Geastrum quadrifidum (fyrflikig jordstjärna, NT, 2012); Hypogymnia vittata (skuggblåslav, NT, 2026); Phellinidium ferrugineofuscum (ullticka, NT, 2026); Porodaedalea pini (tallticka, NT, 2026)";"Hepatica nobilis (blåsippa, LC, fridlyst, 2026); Dryocopus martius (spillkråka, LC, prio. fågel, 2026); Actitis hypoleucos (drillsnäppa, NT, prio. fågel, 2026); Alleniella complanata (platt fjädermossa, LC, 2026); Antitrichia curtipendula (fällmossa, LC, 2026); Microbregma emarginatum (granbarkgnagare, LC, 2026); Pyrola chlorantha (grönpyrola, LC, 2024); Rhytidiadelphus loreus (västlig hakmossa, LC, 2026); Hertelidea botryosa (vedskivlav, NT, 2026)";568122;6505618;16.17505;58.68539
126;3;"Bevaka; begär tillsyn om avverkning inte skett";A 35273-2025;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Mycket hög;138.9;2025-07-15;-376;2030-07-14;4.9;4.89323083999746;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom området (6/8 §); prioriterad fågelart inom området (4 §); hotad art (CR/EN/VU) inom området; hög skog >= 20 m på 99 %";0;1;5;1;24;33;0;60.5;0;0.991;4550;Herrsätter;1561;Långdalsgölen;"Hepatica nobilis (blåsippa, LC, fridlyst, 2026); Vipera berus (huggorm, LC, fridlyst, 2026); Goodyera repens (knärot, VU, fridlyst, 2025); Dryocopus martius (spillkråka, LC, prio. fågel, 2026); Pandion haliaetus (fiskgjuse, LC, prio. fågel, 2026); Tetrao urogallus (tjäder, LC, prio. fågel, 2026); Dryobates minor (mindre hackspett, NT, prio. fågel, 2026); Poecile montanus (talltita, NT, prio. fågel, 2026); Amanita phalloides (lömsk flugsvamp, LC, 2025); Frullania tamarisci (klippfrullania, LC, 2025); Inocutis rheades (rävticka, LC, 2025); Leucobryum glaucum (blåmossa, LC, 2025)";"Fraxinus excelsior (ask, EN, 2026); Antitrichia curtipendula (fällmossa, LC, 2026); Daphne mezereum (tibast, LC, 2026)";560720;6463667;16.03624;58.30978
127;3;"Bevaka; begär tillsyn om avverkning inte skett";A 11593-2026;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Mycket hög;137;2026-03-03;-145;2031-03-02;0.6;1.02013224000144;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom området (6/8 §); prioriterad fågelart inom området (4 §); hotad art (CR/EN/VU) inom området; hög skog >= 20 m på 100 %";0;1;3;1;8;32;0;34.8;0;1;4415;Vegalla;466;Mörkedal;"Goodyera repens (knärot, VU, fridlyst, 2026); Dryocopus martius (spillkråka, LC, prio. fågel, 2026); Tetrastes bonasia (järpe, LC, prio. fågel, 2026); Poecile montanus (talltita, NT, prio. fågel, 2026); Phaeolus schweinitzii (grovticka, LC, 2026); Crustoderma corneum (hornvaxskinn, NT, 2026); Felipes leucopellaeus (kattfotslav, NT, 2026); Sanicula europaea (sårläka, NT, 2026)";"Antitrichia curtipendula (fällmossa, LC, 2017); Phellopilus nigrolimitatus (gränsticka, VU, 2026)";564934;6465868;16.10875;58.32894
128;3;"Bevaka; begär tillsyn om avverkning inte skett";A 37222-2023;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Mycket hög;134.3;2023-08-17;-1074;2028-08-15;0.3;0.312771171145327;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom området (6/8 §); prioriterad fågelart inom området (4 §); hotad art (CR/EN/VU) inom området; hög skog >= 20 m på 100 %";0;1;3;1;4;90;0;46.5;0;1;6481;Vegalla;274;Långdalsgölen;"Goodyera repens (knärot, VU, fridlyst, 2026); Dryocopus martius (spillkråka, LC, prio. fågel, 2026); Dryobates minor (mindre hackspett, NT, prio. fågel, 2026); Poecile montanus (talltita, NT, prio. fågel, 2026)";"Hepatica nobilis (blåsippa, LC, fridlyst, 2026); Tetrao urogallus (tjäder, LC, prio. fågel, 2026); Tetrastes bonasia (järpe, LC, prio. fågel, 2024); Hydnellum auratile (brandtaggsvamp, EN, 2017); Dicranum flagellare (flagellkvastmossa, LC, 2017); Inocutis rheades (rävticka, LC, 2023); Odontoschisma denudatum (kornknutmossa, LC, 2025); Dicranodontium denudatum (skuggmossa, LC, 2017); Eurhynchium striatum (skuggsprötmossa, LC, 2017); Leucobryum glaucum (blåmossa, LC, 2026); Nephroma arcticum (norrlandslav, LC, 2017); Rhytidiadelphus loreus (västlig hakmossa, LC, 2021)";562506;6464938;16.06706;58.32094
129;3;"Bevaka; begär tillsyn om avverkning inte skett";A 3380-2023;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Mycket hög;133.9;2023-01-23;-1280;2028-01-22;1.9;1.94394159360091;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom området (6/8 §); prioriterad fågelart inom området (4 §); hotad art (CR/EN/VU) inom området; hög skog >= 20 m på 94 %; Natura 2000 inom 49 m (Vegalla)";0;1;4;1;6;23;0;31.1;0;0.945;49;Vegalla;46;Vegalla;"Goodyera repens (knärot, VU, fridlyst, 2023); Caprimulgus europaeus (nattskärra, LC, prio. fågel, 2023); Dryocopus martius (spillkråka, LC, prio. fågel, 2023); Tetrastes bonasia (järpe, LC, prio. fågel, 2023); Poecile montanus (talltita, NT, prio. fågel, 2023); Leucobryum glaucum (blåmossa, LC, 2023)";"";568701;6463787;16.17245;58.30968
130;3;"Bevaka; begär tillsyn om avverkning inte skett";A 45701-2024;NORRKÖPING;Avverkning tillåten: äldre anmälan;Mycket hög;133.1;2024-10-14;-650;2029-10-13;9.5;12.1066105999919;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); prioriterad fågelart inom området (4 §); hotad art (CR/EN/VU) inom området";0;0;1;1;11;31;0;69.8;0;0.499;5148;Magnehults domänreservat;3718;Hjälmstorpenäs;"Aegolius funereus (pärluggla, EN, prio. fågel, 2021); Dicranum flagellare (flagellkvastmossa, LC, 2024); Leucobryum glaucum (blåmossa, LC, 2025); Tomicus minor (mindre märgborre, LC, 2025); Buprestis haemorrhoidalis (bronspraktbagge, NT, 2021); Cladonia parasitica (dvärgbägarlav, NT, 2025); Hertelidea botryosa (vedskivlav, NT, 2025); Hydnellum ferrugineum (dropptaggsvamp, NT, 2025); Phellodon melaleucus (svartvit taggsvamp, NT, 2020); Porodaedalea pini (tallticka, NT, 2025); Sarcodon squamosus (motaggsvamp, NT, 2024)";"Goodyera repens (knärot, VU, fridlyst, 2025); Haliaeetus albicilla (havsörn, LC, prio. fågel, 2021); Poecile montanus (talltita, NT, prio. fågel, 2025)";563347;6515579;16.09552;58.77556
131;3;"Bevaka; begär tillsyn om avverkning inte skett";A 32-2025;KINDA;Avverkning tillåten: äldre anmälan;Mycket hög;132.4;2025-01-02;-570;2030-01-01;2.4;2.43804705260079;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom området (6/8 §); hotad art (CR/EN/VU) inom området; naturvårdsavtal/biotopskydd överlappar; hög skoglig naturvärdessannolikhet (HCVF 73); hög skog >= 20 m på 98 %";0;1;0;1;3;11;0;73.4;0;0.984;4704;Yxefall;721;Fagerhults lövskog;"Goodyera repens (knärot, VU, fridlyst, 2024); Microbregma emarginatum (granbarkgnagare, LC, 2024); Porodaedalea pini (tallticka, NT, 2024)";"Ulmus glabra (skogsalm, EN, 2015); Actaea spicata (svart trolldruva, LC, 2021); Alleniella complanata (platt fjädermossa, LC, 2021); Antitrichia curtipendula (fällmossa, LC, 2021); Matteuccia struthiopteris (strutbräken, LC, 2021); Chrysosplenium alternifolium (gullpudra, NT, 2015); Usnea barbata (gropig skägglav, VU, 2024)";531280;6436572;15.53021;58.06951
132;3;"Bevaka; begär tillsyn om avverkning inte skett";A 17465-2026;NORRKÖPING;Avverkning tillåten: äldre anmälan;Mycket hög;131.9;2026-04-08;-109;2031-04-07;1.1;1.93327677000121;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom området (6/8 §); prioriterad fågelart inom området (4 §); hotad art (CR/EN/VU) inom området; hög skoglig naturvärdessannolikhet (HCVF 81); hög skog >= 20 m på 96 %";0;1;1;1;4;44;0;80.9;0;0.959;1095;Skriketorpsravinen;315;Dvardalaskogen;"Goodyera repens (knärot, VU, fridlyst, 2026); Dryocopus martius (spillkråka, LC, prio. fågel, 2026); Leucobryum glaucum (blåmossa, LC, 2026); Pyrola chlorantha (grönpyrola, LC, 2024)";"Inocutis rheades (rävticka, LC, 2012); Microbregma emarginatum (granbarkgnagare, LC, 2026); Sparassis crispa (blomkålssvamp, LC, 2020); Geastrum quadrifidum (fyrflikig jordstjärna, NT, 2012); Hertelidea botryosa (vedskivlav, NT, 2026); Hypogymnia vittata (skuggblåslav, NT, 2026); Phellinidium ferrugineofuscum (ullticka, NT, 2026); Porodaedalea pini (tallticka, NT, 2026)";567884;6505549;16.17092;58.68481
133;3;"Bevaka; begär tillsyn om avverkning inte skett";A 55683-2025;LINKÖPING;Avverkning tillåten: äldre anmälan;Mycket hög;131.3;2025-11-11;-257;2030-11-10;3.3;3.26635900665335;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom området (6/8 §); prioriterad fågelart inom området (4 §); hotad art (CR/EN/VU) inom området; hög skog >= 20 m på 94 %";0;1;2;1;6;27;0;26.9;0.049;0.935;571;Ullstämma;571;Ullstämmaskogen;"Goodyera repens (knärot, VU, fridlyst, 2026); Dryocopus martius (spillkråka, LC, prio. fågel, 2026); Poecile montanus (talltita, NT, prio. fågel, 2026); Dicranum flagellare (flagellkvastmossa, LC, 2025); Scolytus ratzeburgii (björksplintborre, LC, 2025); Porodaedalea pini (tallticka, NT, 2026)";"Lullula arborea (trädlärka, LC, prio. fågel, 2026); Grus grus (trana, LC, prio. fågel, 2011); Emberiza citrinella (gulsparv, NT, prio. fågel, 2022); Turdus iliacus (rödvingetrast, NT, prio. fågel, 2025); Herzogiella seligeri (stubbspretmossa, LC, 2012); Leucobryum glaucum (blåmossa, LC, 2012); Phellinidium ferrugineofuscum (ullticka, NT, 2024); Sarcodon imbricatus (fjällig taggsvamp s.str., NT, 2014)";537778;6467905;15.64545;58.35041
134;3;"Bevaka; begär tillsyn om avverkning inte skett";A 27912-2025;NORRKÖPING;Avverkning tillåten: äldre anmälan;Mycket hög;129;2025-06-09;-412;2030-06-08;1.9;1.99105664500427;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); prioriterad fågelart inom området (4 §); hög skoglig naturvärdessannolikhet (HCVF 88); hög skog >= 20 m på 94 %";0;0;1;0;10;35;0;88.3;0;0.945;3157;Nybygget-Duvhult;3954;Rödgölen;"Picoides tridactylus (tretåig hackspett, NT, prio. fågel, 2025); Dicranum flagellare (flagellkvastmossa, LC, 2025); Microbregma emarginatum (granbarkgnagare, LC, 2009); Odontoschisma denudatum (kornknutmossa, LC, 2025); Cladonia parasitica (dvärgbägarlav, NT, 2009); Crossocalyx hellerianus (vedtrappmossa, NT, 2025); Fuscocephaloziopsis catenulata (stubbtrådmossa, NT, 2025); Hertelidea botryosa (vedskivlav, NT, 2025); Hydnellum ferrugineum (dropptaggsvamp, NT, 2025); Porodaedalea pini (tallticka, NT, 2009)";"Goodyera repens (knärot, VU, fridlyst, 2025); Herzogiella seligeri (stubbspretmossa, LC, 2025); Leucobryum glaucum (blåmossa, LC, 2025); Phellinidium ferrugineofuscum (ullticka, NT, 2025)";564647;6511614;16.11685;58.73977
135;3;"Bevaka; begär tillsyn om avverkning inte skett";A 21404-2024;NORRKÖPING;Avverkning tillåten: äldre anmälan;Mycket hög;127.8;2024-05-29;-788;2029-05-28;0.7;0.823489585000236;Föryngringsavverkning;Normal skog;FALSE;TRUE;"art i bilaga IV inom området (4 a §); rödlistad/bilaga IV-fridlyst art inom området (6/8 §); prioriterad fågelart inom 150 m (4 §); hög skog >= 20 m på 93 %";1;1;0;0;3;53;0;48.3;0;0.931;4236;Mjälnäs sumpskog;1819;Klinta hällar;"Buxbaumia viridis (grön sköldmossa, LC, bil. IV, fridlyst, 2021); Plicatura pendula (vintertagging, NT, 2021); Porodaedalea pini (tallticka, NT, 2026)";"Tetrao urogallus (tjäder, LC, prio. fågel, 2021); Dryocopus martius (spillkråka, LC, prio. fågel, 2026); Haliaeetus albicilla (havsörn, LC, prio. fågel, 2021); Dicranum flagellare (flagellkvastmossa, LC, 2021); Leucobryum glaucum (blåmossa, LC, 2023); Carbonicola anthracophila (kolflarnlav, NT, 2021); Cladonia parasitica (dvärgbägarlav, NT, 2021); Anastrophyllum michauxii (skogstrappmossa, NT, 2021); Crossocalyx hellerianus (vedtrappmossa, NT, 2021); Felipes leucopellaeus (kattfotslav, NT, 2021); Hypogymnia vittata (skuggblåslav, NT, 2021); Leptoporus mollis (kötticka, NT, 2023)";566832;6521626;16.15757;58.82933
136;3;"Bevaka; begär tillsyn om avverkning inte skett";A 689-2026;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Mycket hög;126.6;2026-01-07;-200;2031-01-06;2.6;2.58242740849555;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom området (6/8 §); prioriterad fågelart inom området (4 §); hotad art (CR/EN/VU) inom området; hög skog >= 20 m på 95 %";0;1;3;2;10;23;0.00108705590074849;34.5;0;0.948;906;Ekhultebergen;906;Ekhultebergen;"Goodyera repens (knärot, VU, fridlyst, 2026); Dryocopus martius (spillkråka, LC, prio. fågel, 2026); Tetrao urogallus (tjäder, LC, prio. fågel, 2026); Poecile montanus (talltita, NT, prio. fågel, 2026); Pyrola chlorantha (grönpyrola, LC, 2026); Tomicus minor (mindre märgborre, LC, 2026); Crossocalyx hellerianus (vedtrappmossa, NT, 2026); Phellinidium ferrugineofuscum (ullticka, NT, 2026); Porodaedalea pini (tallticka, NT, 2026); Alectoria sarmentosa (garnlav, VU, 2026)";"Meruliopsis taxicola (blodticka, LC, 2026); Phaeolus schweinitzii (grovticka, LC, 2026); Pseudomerulius aureus (gullgröppa, LC, 2026)";572815;6447050;16.23739;58.15873
137;3;"Bevaka; begär tillsyn om avverkning inte skett";A 3815-2026;NORRKÖPING;Avverkning tillåten: äldre anmälan;Mycket hög;125.1;2026-01-21;-186;2031-01-20;1.1;1.11615734499949;Föryngringsavverkning;Normal skog;FALSE;TRUE;"art i bilaga IV inom 150 m (4 a §); rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); prioriterad fågelart inom området (4 §); hotad art (CR/EN/VU) inom området; hög skog >= 20 m på 87 %";0;0;1;1;1;65;0;35.8;0.002;0.869;2753;Händelö;2372;Händelö;Chloris chloris (grönfink, VU, prio. fågel, 2026);"Triturus cristatus (större vattensalamander, LC, bil. IV, fridlyst, 2025); Anguis fragilis (kopparödla, LC, fridlyst, 2016); Hepatica nobilis (blåsippa, LC, fridlyst, 2020); Natrix natrix (vanlig snok, LC, fridlyst, 2010); Zootoca vivipara (skogsödla, LC, fridlyst, 2019); Dryocopus martius (spillkråka, LC, prio. fågel, 2026); Caprimulgus europaeus (nattskärra, LC, prio. fågel, 2023); Cygnus cygnus (sångsvan, LC, prio. fågel, 2022); Haliaeetus albicilla (havsörn, LC, prio. fågel, 2026); Lullula arborea (trädlärka, LC, prio. fågel, 2025); Jynx torquilla (göktyta, NT, prio. fågel, 2022); Motacilla alba (sädesärla, NT, prio. fågel, 2026)";573809;6496219;16.27005;58.60007
138;3;"Bevaka; begär tillsyn om avverkning inte skett";A 22040-2023;LINKÖPING;Avverkning tillåten: äldre anmälan;Mycket hög;124;2023-05-22;-1161;2028-05-20;1;0.978174497758325;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom området (6/8 §); prioriterad fågelart inom 150 m (4 §); hotad art (CR/EN/VU) inom området; hög skog >= 20 m på 99 %; Natura 2000 inom 289 m (Ullstämma)";0;1;0;1;3;77;0;33.8;0;0.991;289;Ullstämma;262;Ullstämmaskogen;"Sarcosoma globosum (bombmurkla, EN, fridlyst, 2025); Matteuccia struthiopteris (strutbräken, LC, 2024); Hydnellum peckii (skarp dropptaggsvamp, NT, 2025)";"Hepatica nobilis (blåsippa, LC, fridlyst, 2024); Natrix natrix (vanlig snok, LC, fridlyst, 2026); Platanthera chlorantha (grönvit nattviol, LC, fridlyst, 2025); Cygnus cygnus (sångsvan, LC, prio. fågel, 2026); Dryocopus martius (spillkråka, LC, prio. fågel, 2026); Grus grus (trana, LC, prio. fågel, 2021); Anas crecca (kricka, NT, prio. fågel, 2025); Gallinago gallinago (enkelbeckasin, NT, prio. fågel, 2026); Motacilla alba (sädesärla, NT, prio. fågel, 2025); Turdus iliacus (rödvingetrast, NT, prio. fågel, 2024); Sturnus vulgaris (stare, VU, prio. fågel, 2026); Antitrichia curtipendula (fällmossa, LC, 2026)";539752;6468453;15.67926;58.35516
